x1,x2,y
1.839597083401311783e+00,-1.308043680209623361e+00,1.000000000000000000e+00
-5.968132505118098896e-01,6.436134187146539398e-01,0.000000000000000000e+00
1.724244322561874876e+00,-6.569907843462721164e-01,1.000000000000000000e+00
-1.056396840268113202e+00,2.953440162647871237e-01,0.000000000000000000e+00
-9.300110003778992995e-01,5.245094466850460657e-01,0.000000000000000000e+00
-8.828842679954187478e-01,8.348522062654031295e-01,0.000000000000000000e+00
-1.535883541580757239e+00,1.014319527177574454e+00,0.000000000000000000e+00
2.137855925542220703e+00,-8.641838291714987186e-02,1.000000000000000000e+00
1.817738168531516152e+00,5.407403401888647432e-01,1.000000000000000000e+00
1.708993176904998856e+00,1.545909743313572671e-01,1.000000000000000000e+00
1.830011046663527097e+00,-6.942602113304715550e-01,1.000000000000000000e+00
-4.442316410988054742e-01,8.946694778167496587e-01,0.000000000000000000e+00
1.738757516220052590e+00,-3.466822682005233358e-01,1.000000000000000000e+00
1.204946614522718784e+00,5.240105613644273630e-01,0.000000000000000000e+00
8.595051187081030886e-01,-7.060346834362575541e-02,0.000000000000000000e+00
7.163106974241225666e-01,1.485362599727471089e+00,0.000000000000000000e+00
1.958011141931991439e+00,-1.925419823101023609e-01,1.000000000000000000e+00
3.411238889395494800e-01,2.362773094924159045e-01,0.000000000000000000e+00
2.127727879234687869e+00,-5.738306618685827809e-01,1.000000000000000000e+00
1.695242561287988448e-01,-9.342705952159218175e-01,1.000000000000000000e+00
1.840757617954922321e-01,1.587295825625089751e+00,0.000000000000000000e+00
1.825313506838389110e-01,2.001277071742167124e-01,1.000000000000000000e+00
2.399760055206518583e+00,4.193789067286064487e-01,1.000000000000000000e+00
-2.328267980740613696e-01,1.172501409339674172e+00,0.000000000000000000e+00
3.062420382342896374e-01,1.080293036991119004e+00,0.000000000000000000e+00
1.088360325645940652e+00,-4.003177122708141966e-01,1.000000000000000000e+00
-1.572385768484354518e+00,5.897739071288481405e-01,0.000000000000000000e+00
3.105519614266636363e+00,-2.705721631433951613e-01,1.000000000000000000e+00
-5.616731251191225960e-01,4.440316052279794090e-01,1.000000000000000000e+00
-7.216036261446916455e-01,1.261496358728514178e+00,0.000000000000000000e+00
1.308407263418792654e-01,4.497663938552869389e-01,0.000000000000000000e+00
3.978086536449668142e-01,6.282466654809071294e-01,0.000000000000000000e+00
2.262018182763433360e-01,7.797391468928063230e-01,0.000000000000000000e+00
-3.492049548095034206e-01,8.318895101224651478e-01,0.000000000000000000e+00
1.853874145233869175e-01,2.388497866179936091e-01,0.000000000000000000e+00
-9.872305325118954089e-01,-1.811701111788664997e-01,0.000000000000000000e+00
-1.192057034456825537e+00,4.057764355829114322e-01,0.000000000000000000e+00
2.236427244940431436e+00,2.776029615791274496e-01,1.000000000000000000e+00
-9.851927141789063036e-01,5.012150624678034516e-01,0.000000000000000000e+00
7.284099677770027315e-01,-2.041394472911698399e-01,1.000000000000000000e+00
8.853906379172605812e-01,3.482818548507149448e-01,0.000000000000000000e+00
1.017476279154172047e+00,6.463696947294539363e-01,1.000000000000000000e+00
3.146544001433408400e-01,-6.152847147581910203e-01,1.000000000000000000e+00
1.777463617930356898e+00,-1.037988495537983447e+00,1.000000000000000000e+00
6.683478586512721087e-01,-7.775108773568881748e-01,1.000000000000000000e+00
7.856484144975791617e-01,-1.715540195662912382e-01,1.000000000000000000e+00
6.433650342142085421e-01,6.958407846025729260e-01,0.000000000000000000e+00
4.883618963221381115e-01,6.538038368358543018e-01,0.000000000000000000e+00
-2.313886197228245400e-01,9.811237990024741507e-01,0.000000000000000000e+00
1.629757041014136543e-01,1.329728397941540408e+00,0.000000000000000000e+00
3.387093999164626501e-01,4.517340220147973984e-01,0.000000000000000000e+00
1.286348678939123635e+00,-4.700790849681256156e-01,1.000000000000000000e+00
-9.402300117828741310e-01,4.640527996093528618e-01,0.000000000000000000e+00
2.307024214393795791e-01,-1.554050690250701194e-01,1.000000000000000000e+00
-6.120020762434061345e-02,-5.302489399955847560e-01,1.000000000000000000e+00
3.488182733048060813e-01,-5.242557226771442647e-01,1.000000000000000000e+00
-6.032965403033606622e-01,-5.689671657376549341e-03,0.000000000000000000e+00
-2.075724261154680839e-01,9.910341958832054043e-01,0.000000000000000000e+00
-1.753398978350296566e+00,6.174437091076564466e-01,0.000000000000000000e+00
3.624945728927265742e-01,6.445922941035127085e-01,0.000000000000000000e+00
8.955264082367525580e-02,7.444112700235884228e-01,0.000000000000000000e+00
7.605055888377301176e-01,-5.233381677667829912e-01,1.000000000000000000e+00
-1.265782839662263626e-01,1.748302187531795227e+00,0.000000000000000000e+00
1.005715452518594288e+00,6.026881253266791472e-01,0.000000000000000000e+00
9.584612812953693384e-01,-5.894513818833250207e-01,1.000000000000000000e+00
-5.680837330478430980e-01,3.181594659980119810e-01,1.000000000000000000e+00
1.571593994101113445e+00,-4.402737127677858187e-03,1.000000000000000000e+00
1.472260844345037789e+00,4.095019123965294439e-01,1.000000000000000000e+00
-1.286573513774074584e+00,3.579716797812482199e-01,0.000000000000000000e+00
6.465229680652477828e-01,-7.591103737489821035e-02,0.000000000000000000e+00
1.045802814834674077e+00,-1.838153426630743104e-01,1.000000000000000000e+00
1.452783351094728781e+00,2.900036678402341805e-01,1.000000000000000000e+00
7.735368881748899694e-01,6.434906868053190676e-01,1.000000000000000000e+00
1.370514045658365099e+00,9.338512478177096732e-02,1.000000000000000000e+00
2.572631307664167144e-01,3.305087623603069624e-01,0.000000000000000000e+00
-4.715313891779243649e-01,9.259244081508298807e-01,0.000000000000000000e+00
1.476409007083445246e+00,2.077522567816445509e-01,1.000000000000000000e+00
1.099180410522695439e+00,1.419503894581988501e-01,1.000000000000000000e+00
1.116234929560534717e+00,-4.978345765951552315e-01,0.000000000000000000e+00
5.417182892833261043e-01,6.630200506947521166e-01,0.000000000000000000e+00
1.731769126298563499e+00,-1.103079131630014670e-01,1.000000000000000000e+00
5.481564812725566727e-01,8.998614007558556338e-01,0.000000000000000000e+00
1.167260400799972286e+00,6.574885097340261719e-01,0.000000000000000000e+00
-8.045753256045375945e-01,-2.261119731098719665e-01,1.000000000000000000e+00
4.530448293478087085e-01,6.091213113339239982e-01,0.000000000000000000e+00
5.882362844084193521e-01,1.422162265755565258e+00,0.000000000000000000e+00
-1.199544656697799638e+00,1.437643488941935388e-01,0.000000000000000000e+00
2.620597710016280057e+00,4.671822881363096314e-01,1.000000000000000000e+00
7.650392654264840386e-01,2.909934996503021343e-01,0.000000000000000000e+00
1.195052545667946164e+00,-5.388920534519987537e-01,1.000000000000000000e+00
6.005618009523956413e-01,-2.118620543989863936e-01,1.000000000000000000e+00
1.186756111028230753e+00,3.895633178450430556e-01,0.000000000000000000e+00
-4.047184779150468925e-01,-7.712387676574422590e-02,1.000000000000000000e+00
8.235931672268678172e-01,1.549259541077632474e-01,0.000000000000000000e+00
-5.712087345545533434e-01,6.803381126532923595e-01,0.000000000000000000e+00
9.570411662956089804e-01,1.205859494502898865e-01,1.000000000000000000e+00
1.284834249757163538e-01,-3.981181343423542685e-02,1.000000000000000000e+00
2.769400000983031074e-01,-3.620581225514353241e-01,0.000000000000000000e+00
1.504537140716945443e+00,-2.802756434245499695e-01,1.000000000000000000e+00
4.148641355036554179e-01,-1.514710043679595441e-01,1.000000000000000000e+00
-6.062076975862121242e-02,1.178507623110611080e+00,0.000000000000000000e+00
6.240295376702422736e-01,-9.995872261757782207e-02,0.000000000000000000e+00
1.158799175754599009e-01,1.186839025383368718e+00,0.000000000000000000e+00
1.079162140856479990e-01,9.473792414944566254e-01,0.000000000000000000e+00
7.364427768335857216e-01,-1.419658188638228402e-01,1.000000000000000000e+00
-8.506715086083393995e-01,4.785339451544379230e-01,0.000000000000000000e+00
1.756108142335016886e+00,-8.291048535652640883e-01,1.000000000000000000e+00
1.897044881411675821e+00,-9.279800471689481078e-02,1.000000000000000000e+00
-6.725437234593949487e-01,4.129170161097180936e-01,0.000000000000000000e+00
1.436073935650998279e-01,-7.191570899625649993e-01,1.000000000000000000e+00
4.426213901996335354e-01,-1.151258288067016800e+00,1.000000000000000000e+00
5.185227239909994124e-01,8.190201530340804892e-01,0.000000000000000000e+00
1.014812120027382136e-01,6.963482480298913702e-01,1.000000000000000000e+00
1.496268898039107453e+00,-5.727770068985154062e-01,1.000000000000000000e+00
7.593468182231397634e-01,3.243565069026327352e-01,0.000000000000000000e+00
-1.061655857390845448e+00,-2.888386303045922254e-01,0.000000000000000000e+00
-2.621366308848975257e-01,9.598064346071456532e-01,1.000000000000000000e+00
-4.584346780971227941e-01,5.200091873658735375e-02,0.000000000000000000e+00
5.624537198708794428e-01,-3.728834907002531729e-02,0.000000000000000000e+00
-4.991112069708000254e-01,1.736986234443611998e+00,0.000000000000000000e+00
2.881436080957053392e+00,-4.639913810396109617e-01,1.000000000000000000e+00
3.453042514403323882e-01,-1.038007350816488317e-01,1.000000000000000000e+00
-6.757361781244231036e-02,2.892121713625214197e-01,1.000000000000000000e+00
9.503726606238694918e-01,-2.657089411805717560e-01,1.000000000000000000e+00
-1.644948361868476816e-01,4.281352803958702324e-01,1.000000000000000000e+00
1.118141583591805821e+00,4.436965327785500346e-01,1.000000000000000000e+00
6.664514170752706690e-01,1.093893374865678725e+00,0.000000000000000000e+00
2.612817887160925334e-01,5.271048731383062846e-02,0.000000000000000000e+00
-2.285725531843814662e-01,1.241879434152247663e+00,0.000000000000000000e+00
-8.204380969223934450e-02,-2.859176859500550671e-02,1.000000000000000000e+00
-6.385370265548897528e-01,1.037958154438824998e+00,0.000000000000000000e+00
2.902695852497497175e-02,3.623223641193730193e-01,1.000000000000000000e+00
-2.169919162570254079e-01,9.115814491274402132e-01,0.000000000000000000e+00
2.625263850634490304e+00,3.268065935434807945e-01,1.000000000000000000e+00
2.021101490018422542e+00,-6.278846627465513031e-01,1.000000000000000000e+00
-6.024297586861048215e-01,1.104073911618457471e+00,0.000000000000000000e+00
-1.390043408200798858e+00,1.275880844049297025e+00,0.000000000000000000e+00
4.774482844949134441e-01,8.468612857449893117e-01,0.000000000000000000e+00
5.968431636950595198e-01,5.794958276207186065e-01,0.000000000000000000e+00
1.120796125106542585e+00,-3.884552169326787596e-01,1.000000000000000000e+00
2.641973431548088613e-01,1.028333397176841579e+00,0.000000000000000000e+00
4.114544583245283160e-02,4.969225582594435364e-01,0.000000000000000000e+00
2.861317077054946978e+00,-1.034850447745469665e-01,1.000000000000000000e+00
-1.151324953265919548e+00,8.984390342425551124e-01,0.000000000000000000e+00
3.506427963390233993e-01,-5.799295642619890501e-01,1.000000000000000000e+00
1.055637714273206074e+00,-4.662647859131157091e-01,1.000000000000000000e+00
4.990721801472118857e-01,3.836792647247755372e-02,1.000000000000000000e+00
1.282885039886553002e+00,-2.862574418469767679e-01,1.000000000000000000e+00
4.923061974909981320e-01,1.845143337761755431e-01,1.000000000000000000e+00
3.801865950891878398e-01,1.010414601456855133e+00,0.000000000000000000e+00
1.054931602426386394e+00,3.908982056204951538e-01,1.000000000000000000e+00
1.079973568791903427e+00,-1.443478240730236006e+00,1.000000000000000000e+00
9.316350716909768126e-01,1.239198152841285649e+00,0.000000000000000000e+00
8.131223608048191442e-01,4.940921442694378718e-01,0.000000000000000000e+00
9.492990467924000697e-01,4.628353181241651737e-01,1.000000000000000000e+00
1.338225874430738482e+00,4.571455216360623686e-01,0.000000000000000000e+00
1.715659103546282482e+00,-1.376714829310755617e-01,1.000000000000000000e+00
-8.488867577806142872e-01,2.560353172456064641e-01,0.000000000000000000e+00
1.453882954178677411e-01,8.689141970327723952e-01,0.000000000000000000e+00
2.174841874287876564e+00,4.144443122404974922e-01,1.000000000000000000e+00
4.523339033920906749e-01,-4.075363108397475620e-02,1.000000000000000000e+00
-1.890821336202350156e-01,-1.427530867578750140e-01,0.000000000000000000e+00
9.428885678503025058e-01,1.102195484514460366e+00,0.000000000000000000e+00
1.208195226339260575e+00,-9.721806263727839070e-02,1.000000000000000000e+00
-1.413727044156427581e-01,3.068830772013262376e-01,1.000000000000000000e+00
1.858586201824922179e-01,6.667055770223252464e-01,0.000000000000000000e+00
7.479403808117610630e-01,3.067571683837541086e-01,1.000000000000000000e+00
-5.338468824955616698e-01,1.082094928673472234e+00,0.000000000000000000e+00
6.371046337105918944e-01,2.251008704253642523e-01,0.000000000000000000e+00
-7.434433487534179985e-01,-9.031375852015288697e-02,0.000000000000000000e+00
-1.186521455328797492e+00,8.791975639935090125e-02,0.000000000000000000e+00
-5.613995956037509671e-03,-9.423359563362676550e-02,1.000000000000000000e+00
-6.003015979057343965e-02,1.894471189624650775e-01,1.000000000000000000e+00
-1.080813274710153149e-01,8.790467750645636347e-01,1.000000000000000000e+00
-3.785984186713589050e-01,6.183413380791000780e-01,0.000000000000000000e+00
-5.024628586716245460e-01,6.221665730980439069e-01,0.000000000000000000e+00
-1.017326825618240838e+00,2.202018391593373314e-01,0.000000000000000000e+00
-1.057369109905553106e+00,5.125135921559880181e-01,0.000000000000000000e+00
3.860146285027329927e-01,1.375732402539663557e+00,0.000000000000000000e+00
-5.255571090035534576e-01,6.609563163847179679e-01,0.000000000000000000e+00
1.383506573134759332e+00,-1.102666422997818696e+00,1.000000000000000000e+00
-5.866817333287762670e-01,6.303325730490898504e-01,1.000000000000000000e+00
-2.204829403942709098e-01,8.900980700729086426e-01,0.000000000000000000e+00
1.918962422398300116e-02,1.067750694211009099e+00,0.000000000000000000e+00
-6.028507430843476067e-01,7.521148894839497778e-01,0.000000000000000000e+00
-1.601519173556230635e+00,2.874492639581487929e-01,0.000000000000000000e+00
-1.962955254647803516e+00,-1.718937001703778056e-01,0.000000000000000000e+00
1.221128688223599879e+00,1.195069433736771103e+00,0.000000000000000000e+00
7.644433977152094162e-01,4.951757406670720396e-01,0.000000000000000000e+00
